Gene_Name	J2C	J2N	J3C	J3N	J5C	J5N	J7C	J7N	J8C	J8N	J9C	J9N	J11S	J11N	J13M	J13N	J14M	J14N	J15M	J15N	J16M	J16N	J17H	J17N	J18M	J18N	J19H	J19S	J19N	J20S	J20N	J21H	J21M	J21N	J22M	J22N	J23M	J23N	J24H	J24N	J25S	J25N	J26M	J26N	J27H1	J27H2	J27S	J27M	J27N	J30H	J30N	J31S	J31N	J32H	J32M	J32N	J33M	J33N	J34M	J34N	J35M	J35N	J36S	J36N	J38H	J38S	J38N	J39M	J39N	J40S	J40M	J40N	J41M	J41N	J42S	J42N	J43S	J43M	J43N	J44M	J44N	J45M	J45N	J46M	J46N
IL12B	4.466083261	4.517058178	4.517058178	4.495489597	4.535545706	4.454759504	4.531500288	4.491314848	4.321928095	4.488563209	4.527477006	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	4.517058178	4.536200952	4.571958457	4.541174073	4.519729846	4.527477006	4.460828358	4.553195913	4.537514251	4.551120464	4.523386462	4.493119669	4.531500288	4.522396576	4.537514251	4.493119669	4.497855638	4.523386462	5.59269195	4.535545706	4.533637504	4.497855638	4.730310004	4.524375669	4.519729846	4.85723458	4.534890162	4.514697149	4.605553595	4.524983788	4.536200952	4.533637504	4.522396576	4.484414377	4.50347368	4.449376644	4.4813074	4.488563209	4.522396576	4.517058178	4.534263969	4.464147013	4.493119669	4.478193717	4.517058178	4.428699145	4.446736733	4.488563209	4.472151196	4.487618034	6.595241494	4.533637504	6.920521582	4.756788215	5.119968732	6.853061472	4.534890162	6.522544169	4.524375669	4.472151196	4.544003972	4.543517978	4.485035738	4.489507766	4.510702012	4.524375669	4.519729846	4.547401353	4.497855638
IL12RB1	7.097100324	7.134166533	6.643909431	6.69538408	6.785380847	6.862415966	6.785380847	6.638685866	8.449656187	7.365431445	10.33061368	6.438304735	6.470705351	6.866451016	6.63344332	5.600086352	6.952796705	6.064532352	6.246136593	6.46057486	6.385154691	6.465648998	6.700308423	5.82444359	6.683632966	6.46057486	6.730169266	6.444400656	6.560711316	5.81007581	6.233106049	6.397975068	6.266521085	6.46057486	6.450470927	6.391975928	6.111648653	6.714606964	7.245562892	6.63344332	6.37830105	4.85723458	6.098449486	6.638685866	6.730169266	6.349946744	5.977304459	5.977304459	6.191449381	6.627032663	6.549835081	6.002051483	6.354446703	6.722409099	6.197165197	5.711889811	5.928260332	6.46057486	6.391975928	6.527269402	6.831281604	7.255677193	6.481351613	6.293160687	6.266521085	6.252519016	5.462196475	5.957996105	6.316713602	6.421036908	6.046582264	5.418868592	6.252519016	5.14830225	6.492017203	6.098449486	6.391975928	6.16835216	6.322681449	6.071357649	6.470705351	6.538082668	6.555487515	6.767072252	6.033470199
IL12RB2	6.367023614	5.831999354	4.910504254	5.155868712	4.535545706	5.237426232	5.283780698	5.851674689	4.321928095	5.785226695	4.786496794	4.549727837	5.3383947	6.002051483	4.5974354	4.562471405	5.002407848	5.324002624	4.571958457	4.541174073	4.937361208	5.274971562	5.034633917	5.47167715	4.537514251	4.551120464	4.867599401	4.493119669	4.531500288	4.522396576	4.537514251	5.017744317	5.024485382	5.173451093	4.5293599	5.330946747	5.119968732	4.497855638	4.825609991	5.390492454	5.091996965	4.85723458	4.534890162	4.514697149	4.605553595	4.524983788	4.536200952	4.533637504	5.119968732	5.505182063	5.237426232	4.839095784	4.707188194	4.993792953	4.522396576	4.517058178	4.534263969	5.0862879	5.010971606	5.054724465	5.091996965	5.977304459	4.686954008	5.418868592	4.993792953	5.189725741	5.14830225	4.533637504	5.217410765	5.725309447	5.230301843	5.197085608	5.382825738	5.080556153	5.300742587	5.462196475	4.544003972	5.382825738	5.725309447	4.489507766	4.947081667	5.645963732	6.155504943	6.118612364	5.634036566
IL13	5.109848062	4.517058178	5.100950124	5.972252274	5.402606059	5.396561971	4.531500288	4.491314848	5.100950124	4.488563209	9.231376633	4.549727837	4.544003972	4.541174073	5.870034394	5.43664413	4.517058178	5.060469488	6.327902249	4.541174073	4.519729846	5.164519092	5.977304459	4.553195913	4.537514251	4.551120464	4.523386462	4.493119669	4.531500288	6.679342693	5.130369536	5.0862879	4.497855638	4.523386462	4.937361208	4.535545706	4.533637504	4.76513689	4.891644851	5.217410765	4.88256445	4.85723458	6.310720966	5.619318678	4.605553595	4.524983788	5.59269195	5.375118061	4.522396576	4.484414377	4.50347368	7.658420628	5.237426232	4.848193689	4.522396576	5.266108306	4.534263969	5.197085608	5.308906721	5.353096403	4.517058178	4.663720738	4.807287447	4.803934284	4.733399537	4.487618034	4.670464046	4.533637504	5.114917272	4.497855638	4.50347368	4.877890288	4.534890162	4.782698737	5.024485382	4.730310004	4.544003972	4.543517978	4.807287447	6.835561707	5.957996105	4.524375669	4.519729846	6.226455775	5.402606059
IL13RA1	10.3014785	10.55813709	11.21013433	10.07014235	10.78864668	10.12474369	10.89505552	10.31393035	9.58780151	10.27902378	8.080224926	10.6307903	10.54491925	10.43423541	10.54491925	10.33644639	10.34929821	10.12474369	11.29892876	10.42131724	11.74055955	10.21550021	9.888302213	10.68904888	10.34929821	10.3014785	10.75312709	10.46397411	10.89505552	10.31393035	10.25340278	10.05785171	11.0373886	10.02691793	10.95092217	10.75312709	10.08003564	10.02691793	10.27229624	10.01568352	10.11394475	10.72780713	11.26817813	10.96954473	10.54491925	10.44916744	10.71921339	10.43423541	10.50236075	10.03816306	10.46397411	10.17013207	10.00492686	10.1023471	10.2335614	9.842260911	10.47051647	10.48960071	10.37689269	10.18163444	10.19393759	9.813660962	10.43423541	10.38823593	10.12474369	10.6307903	10.39973288	10.56515689	10.5087106	10.24666469	10.05785171	9.994684774	10.51503263	10.47702929	10.25340278	10.38823593	11.21013433	10.57214269	10.41546224	10.13556822	9.9141565	10.61648977	10.21550021	10.33644639	10.29003668
IL13RA2	7.618294599	4.517058178	5.160200386	5.396561971	4.535545706	4.454759504	6.026344272	5.243659108	4.321928095	5.831999354	4.321928095	4.549727837	4.544003972	4.541174073	7.059689528	4.562471405	5.114917272	4.536200952	6.600194342	4.541174073	5.109848062	5.914667023	6.571770699	4.553195913	5.054724465	4.551120464	4.986922842	5.857810716	4.531500288	5.204389486	4.537514251	4.493119669	5.402606059	4.523386462	5.100950124	4.535545706	5.580479323	4.497855638	4.4813074	4.524375669	7.408892777	4.85723458	5.160200386	4.514697149	4.605553595	5.155868712	5.330946747	5.044714162	4.522396576	6.360748864	5.258009599	6.271269588	5.237426232	4.993792953	5.024485382	5.600086352	4.534263969	4.464147013	7.636349277	5.539413643	4.517058178	4.428699145	4.446736733	4.488563209	4.90329656	6.722409099	6.316713602	6.058567758	6.549835081	6.316713602	4.50347368	4.608682537	4.534890162	5.559500918	5.024485382	4.772539235	4.544003972	4.543517978	4.696590042	6.161942852	5.080556153	4.524375669	4.519729846	5.230301843	4.756788215
IL15	6.675039625	7.134166533	6.21314126	6.555487515	6.143067318	6.124742923	6.219813877	6.606037651	6.643909431	6.806299504	5.744148278	7.065457168	7.128846217	7.11919435	7.027848088	7.154235249	6.252519016	6.643909431	5.984274677	6.870474811	5.857810716	6.683632966	6.354446703	7.085782255	6.450470927	6.512795008	6.83982915	6.444400656	6.857746301	5.7565182	6.785380847	6.185701392	6.37830105	6.590271585	5.928260332	6.853061472	6.444400656	6.947917971	6.735738137	7.053898737	6.233106049	6.611857388	6.064532352	7.044922282	6.327902249	6.202858456	6.316713602	6.583950434	6.606037651	6.360748864	6.549835081	5.82444359	6.64861866	6.555487515	6.304317637	6.349946744	6.239725809	6.920521582	6.583950434	6.590271585	6.071357649	7.297177221	6.104651167	7.035818947	6.465648998	6.414840242	7.567507058	6.40940508	7.360871116	6.438304735	7.211941585	7.34103374	6.310720966	7.191408254	5.857810716	6.600194342	6.620593392	6.549835081	6.857746301	5.972252274	6.709919131	6.790004763	6.771901295	5.664015465	6.931939083
IL15RA	9.181731444	9.458822316	8.537398691	9.25720654	8.343643906	8.462955493	8.902819405	9.27466241	8.631655189	9.181731444	7.211941585	9.593265501	9.419304874	9.484706632	8.533297746	9.671803669	8.369136418	9.563467776	8.165952304	9.563467776	8.695314889	9.411262043	8.980170186	9.516791395	8.911089121	9.43879111	9.642517534	9.17361706	9.744382975	9.198731798	9.58780151	9.045300398	8.404042152	9.124583238	8.882216888	9.64656321	8.891067602	9.297871162	8.882216888	9.368853556	8.589013047	9.38767413	8.789774656	9.279546329	8.914907939	8.79791083	8.348273421	8.902819405	9.07713298	9.041020898	9.327519497	9.779727855	9.593265501	9.401398402	9.284413771	9.784591031	8.529531416	9.642517534	8.429735506	9.107085961	8.734182987	9.60693006	8.698764602	9.345585566	9.813660962	9.611758828	9.496154606	8.793848479	9.080561546	8.478954957	8.684336196	9.31821918	8.283129153	9.337382973	8.83052992	9.327519497	8.569248934	8.569248934	9.198731798	8.506050849	9.327519497	9.080561546	9.148134556	8.558785122	9.401398402
IL16	9.698724094	10.36198697	9.665754866	9.76525235	9.693687733	10.24666469	9.093741847	9.831054216	9.774848229	9.888302213	11.37679705	9.715185335	9.789572264	10.163945	8.759639749	9.427638346	10.05272152	9.888302213	9.715185335	9.880801026	9.198731798	9.709475479	10.37689269	9.92934613	9.836668445	10.06401012	10.08920407	9.850689345	9.919683072	9.120109484	9.507093317	9.76525235	9.693687733	9.971484022	9.467039733	9.92934613	9.64656321	9.971484022	10.11394475	9.999814905	10.42131724	10.04757302	9.284413771	9.860034419	9.29326444	9.76525235	9.132131244	9.660430614	9.898755945	9.92934613	9.744382975	8.343643906	9.027959297	8.747077645	8.959591123	8.918716675	9.25720654	10.01031521	9.247572672	9.611758828	9.152286352	10.36198697	9.64656321	9.822911255	9.593265501	9.983811359	9.92934613	9.744382975	9.893538547	9.703742936	9.354793262	10.18163444	9.132131244	10.03816306	9.124583238	9.813660962	9.611758828	8.846766779	9.942819747	9.554658509	9.693687733	10.01568352	10.12474369	8.911089121	9.593265501
IL17A	4.466083261	4.517058178	4.517058178	4.495489597	4.535545706	4.454759504	4.531500288	4.491314848	4.547999845	4.488563209	4.786496794	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	4.517058178	4.536200952	4.571958457	4.541174073	4.519729846	4.527477006	4.460828358	4.553195913	4.537514251	4.551120464	4.523386462	4.493119669	4.531500288	4.522396576	4.537514251	4.493119669	4.497855638	4.523386462	4.5293599	4.535545706	4.533637504	4.497855638	4.4813074	4.524375669	4.519729846	4.85723458	4.534890162	4.514697149	4.605553595	4.524983788	4.536200952	4.533637504	4.522396576	4.484414377	4.50347368	4.449376644	4.4813074	4.488563209	4.522396576	4.517058178	4.534263969	4.464147013	4.493119669	4.478193717	4.517058178	4.428699145	4.446736733	4.488563209	4.472151196	4.487618034	4.321928095	4.533637504	4.321928095	4.497855638	4.50347368	4.321928095	4.534890162	4.321928095	4.524375669	4.472151196	4.544003972	4.543517978	5.283780698	4.489507766	4.510702012	4.524375669	4.519729846	4.547401353	4.497855638
IL17B	4.466083261	4.517058178	4.517058178	4.495489597	4.535545706	4.454759504	4.531500288	4.491314848	4.321928095	4.488563209	7.211941585	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	4.517058178	4.536200952	4.571958457	4.541174073	4.519729846	4.527477006	4.460828358	4.553195913	4.537514251	4.551120464	4.523386462	4.493119669	4.531500288	4.522396576	4.537514251	4.493119669	4.497855638	4.523386462	4.5293599	4.535545706	4.533637504	4.497855638	4.4813074	4.524375669	4.519729846	4.85723458	4.534890162	4.514697149	4.605553595	4.524983788	4.536200952	4.533637504	4.522396576	4.484414377	4.50347368	4.449376644	4.4813074	4.488563209	4.522396576	4.517058178	4.534263969	4.464147013	4.493119669	4.478193717	4.517058178	4.428699145	4.446736733	4.488563209	4.472151196	4.487618034	4.346374427	4.533637504	4.404095388	4.497855638	4.50347368	4.337838497	4.534890162	4.348268678	4.524375669	4.472151196	4.544003972	4.543517978	4.485035738	4.489507766	4.510702012	4.524375669	4.519729846	4.547401353	4.497855638
IL17F	4.466083261	4.517058178	4.517058178	4.495489597	4.535545706	4.454759504	4.531500288	4.491314848	4.321928095	4.488563209	4.786496794	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	4.517058178	4.536200952	4.571958457	4.541174073	4.519729846	4.527477006	4.460828358	4.553195913	4.537514251	4.551120464	4.523386462	4.493119669	4.531500288	4.522396576	4.537514251	4.493119669	4.497855638	4.523386462	4.5293599	4.535545706	4.533637504	4.497855638	4.4813074	4.524375669	4.519729846	4.85723458	4.534890162	4.514697149	4.605553595	4.524983788	4.536200952	4.533637504	4.522396576	4.484414377	4.50347368	4.449376644	4.4813074	4.488563209	4.522396576	4.517058178	4.534263969	4.464147013	4.493119669	4.478193717	4.517058178	4.428699145	4.446736733	4.488563209	4.472151196	4.487618034	7.476950601	4.533637504	7.779219065	4.497855638	4.50347368	7.102278818	4.534890162	7.085782255	4.524375669	4.472151196	4.544003972	4.543517978	4.485035738	4.489507766	4.510702012	4.524375669	4.519729846	4.547401353	4.497855638
IL17RA	8.417169624	8.541488013	8.283129153	8.719600894	8.292270682	8.671561285	8.467023474	7.990212717	7.952637258	8.86273771	8.38404518	8.397172411	8.645888057	8.388313587	8.177901186	8.525755227	7.982771913	8.558785122	8.308922427	8.478954957	8.483476076	8.356393802	8.203753793	8.601488933	8.404042152	8.348273421	8.348273421	8.373312109	8.525755227	8.376541715	8.287707158	8.425473192	8.529531416	8.421198248	8.74216826	8.572291488	8.348273421	8.691856907	8.789774656	8.759639749	8.211374403	8.729130294	8.104258959	8.650257238	9.036728665	8.838957393	8.589013047	8.821665804	8.759639749	8.715128121	8.59766374	8.522061636	8.417169624	8.47502286	8.487983072	8.478954957	8.147145554	8.636588803	8.518358564	8.926946131	8.498504954	8.886649032	8.918716675	8.935057329	8.641505603	8.572291488	8.641505603	8.939718951	8.86273771	8.255831156	8.054277416	8.364948606	8.778072044	8.763750243	8.645888057	8.659161318	8.537398691	8.684336196	8.802169747	8.445311496	8.81405749	8.328053237	8.239114879	8.300212539	8.525755227
IL17RB	5.43664413	5.300742587	5.863920756	5.324002624	7.069614075	5.0862879	5.402606059	6.012281332	4.321928095	5.738598972	6.606037651	5.942138842	5.3383947	5.330946747	6.492017203	6.87528933	6.455531739	5.81007581	6.191449381	5.47167715	4.937361208	5.725309447	6.327902249	6.012281332	5.778108427	6.571770699	5.553111782	6.414840242	5.645963732	6.476038302	6.709919131	4.956737071	5.586598559	5.324002624	6.450470927	5.957996105	5.7565182	6.012281332	5.870034394	6.226455775	6.191449381	4.85723458	6.735738137	6.007175475	6.835561707	6.327902249	7.423725223	7.59749925	5.898545246	5.114917272	5.870034394	6.40940508	5.770954864	5.725309447	6.349946744	5.559500918	6.825148845	6.438304735	6.943022682	6.470705351	6.996550156	5.47167715	7.30693401	5.948751009	6.293160687	5.711889811	4.509069929	7.107438791	4.517058178	5.613393082	5.62669639	4.321928095	6.714606964	4.523386462	6.83982915	5.733028238	6.931939083	6.590271585	5.839515753	6.246136593	6.071357649	5.82444359	5.803430021	6.90088118	5.831999354
IL18	7.441889418	7.648708957	7.622648024	7.537024216	7.99443089	7.724439954	6.492017203	6.757077235	9.218906982	8.050599838	9.231376633	7.746921344	7.537024216	7.788085954	8.558785122	7.964230834	8.068622832	7.932519193	6.895614951	7.729680622	8.034780953	7.771898937	7.164903336	7.985982175	8.261646661	8.124620468	7.894201715	7.696967526	7.754994842	7.762242022	7.875444393	7.073759039	7.618294599	7.27178148	7.379417565	7.369977404	8.05815283	7.85244628	7.75096374	7.729680622	8.124620468	8.018012352	7.546276673	7.775563644	8.551432246	8.092560843	8.79791083	8.348273421	7.921330556	7.515028639	8.199673513	7.085782255	7.170669057	7.035818947	7.027848088	7.245562892	7.928933545	7.879431183	8.046912862	8.030169864	7.729680622	7.510769347	8.711385101	8.050599838	7.606950654	7.515028639	8.155002502	8.364948606	8.622048768	8.26515009	8.525755227	8.437619323	7.990212717	8.193293605	7.758622982	7.281995139	7.997902933	7.680064348	8.214917517	7.626988352	7.457361334	8.151079376	8.136289301	7.546276673	7.626988352
IL18R1	8.283129153	9.363834649	7.800206574	8.60530401	6.679342693	7.59749925	6.866451016	9.164710329	8.992378652	8.177901186	4.786496794	8.911089121	9.068911002	8.944365558	7.481942589	8.5624973	8.165952304	8.703205286	6.870474811	8.684336196	7.741955667	8.60530401	8.15865717	8.911089121	7.69312018	8.38404518	8.850923702	8.132807545	8.955510841	8.58073324	8.806416129	8.891067602	7.974987429	8.896955469	7.705876724	9.476698234	6.835561707	8.348273421	7.99443089	7.939874411	7.626988352	9.332459664	7.457361334	8.662955903	7.997902933	7.733331338	7.319624815	7.684377945	8.187323203	8.113008169	8.533297746	7.948027865	8.462955493	8.190311492	7.733331338	8.104258959	7.276825637	9.25720654	6.762226991	8.397172411	7.898681997	8.5624973	8.491729288	10.18779913	8.364948606	8.5624973	8.315843942	8.007697418	8.445311496	7.297177221	7.049417491	8.641505603	7.408892777	8.601488933	8.261646661	9.190084218	7.788085954	7.134166533	8.973586677	7.027848088	7.59749925	6.63344332	8.136289301	6.83982915	8.973586677
IL18RAP	7.199498248	7.540844848	5.706208199	6.952796705	5.308906721	6.757077235	6.345432705	6.90088118	8.054277416	6.920521582	4.321928095	7.164903336	7.235358946	7.139467302	5.76375459	6.63344332	6.880087835	5.738598972	5.817277586	6.75190903	6.078150808	6.762226991	5.928260332	7.245562892	5.7565182	6.741285595	5.863920756	6.002051483	6.683632966	5.6851893	6.835561707	6.421036908	5.898545246	6.590271585	5.59269195	7.059689528	5.402606059	6.595241494	6.155504943	6.367023614	5.898545246	6.885217719	6.143067318	6.910508537	5.733028238	6.481351613	5.396561971	5.977304459	6.75190903	6.544160412	6.785380847	7.533193439	7.016556278	7.287146182	6.853061472	7.631676407	6.111648653	7.345743161	5.888705565	6.455531739	6.155504943	6.87528933	6.862415966	7.533193439	6.427207072	5.914667023	6.071357649	6.026344272	6.333104224	6.078150808	5.991211382	6.611857388	5.559500918	6.033470199	6.191449381	6.56591627	6.427207072	5.803430021	7.297177221	5.360351734	6.316713602	5.996641613	6.527269402	6.627032663	7.369977404
IL19	4.466083261	4.517058178	4.517058178	4.495489597	4.535545706	4.454759504	4.531500288	4.491314848	4.730310004	4.488563209	5.744148278	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	4.517058178	4.536200952	4.571958457	4.541174073	4.519729846	4.527477006	4.460828358	4.553195913	4.537514251	4.551120464	4.523386462	4.493119669	4.531500288	4.522396576	4.537514251	4.493119669	4.497855638	4.523386462	4.5293599	4.535545706	4.533637504	4.497855638	4.4813074	4.524375669	4.519729846	4.85723458	4.534890162	4.514697149	4.605553595	4.524983788	4.536200952	4.533637504	4.522396576	4.484414377	4.50347368	4.449376644	4.4813074	4.488563209	4.522396576	4.517058178	4.534263969	4.464147013	4.493119669	4.478193717	4.517058178	4.428699145	4.446736733	4.488563209	4.472151196	4.487618034	4.565912644	4.533637504	4.587004158	4.497855638	4.50347368	4.404752315	4.534890162	4.5293599	4.524375669	4.472151196	4.544003972	4.543517978	4.485035738	4.489507766	4.510702012	4.524375669	4.519729846	4.547401353	4.497855638
IL1A	4.698211862	5.024485382	4.517058178	4.929824806	4.535545706	4.454759504	4.531500288	5.0862879	4.321928095	4.488563209	4.321928095	5.898545246	4.544003972	4.541174073	4.5974354	6.397975068	5.230301843	5.996641613	4.571958457	5.640012475	4.519729846	5.324002624	4.730310004	6.052578401	4.537514251	4.551120464	5.655017833	5.525826523	5.324002624	4.522396576	5.519658716	4.493119669	4.497855638	4.867599401	4.5293599	4.535545706	4.533637504	5.155868712	4.674962307	5.390492454	4.519729846	4.85723458	4.534890162	5.266108306	4.605553595	4.524983788	4.536200952	6.046582264	4.887223517	4.786496794	4.50347368	6.920521582	7.622648024	6.486694264	6.669673887	8.379764107	4.534263969	4.703501533	4.493119669	6.259537038	5.382825738	4.428699145	4.446736733	4.488563209	4.733399537	4.487618034	7.384528351	4.533637504	7.839478261	4.497855638	4.50347368	7.049417491	4.534890162	7.154235249	5.211656574	5.898545246	4.544003972	4.543517978	4.485035738	5.600086352	5.317024914	4.524375669	4.867599401	4.547401353	5.034633917
IL1B	7.588121197	7.085782255	7.006495731	9.139834224	7.287146182	8.959591123	8.155002502	8.223388646	4.547999845	6.895614951	5.744148278	8.650257238	7.515028639	7.644309537	7.097100324	8.155002502	8.136289301	8.688101452	7.276825637	8.413129719	8.83052992	8.891067602	7.027848088	8.498504954	7.648708957	7.979554491	7.073759039	6.730169266	7.631676407	8.143458836	8.751970381	8.099705356	7.710931039	8.147145554	8.030169864	8.169592795	5.634036566	8.487983072	6.846460482	7.754994842	5.586598559	6.96971131	8.092560843	7.889707477	6.730169266	6.735738137	6.958390451	8.117205855	6.675039625	7.457361334	6.771901295	10.14624484	9.68582838	8.190311492	7.715061505	11.23758664	6.052578401	8.007697418	7.871410617	9.744382975	8.715128121	7.903541534	7.149339459	7.626988352	8.088275896	6.282224661	7.982771913	6.890329428	8.092560843	7.451882251	8.169592795	7.626988352	6.202858456	8.065324126	7.970405864	8.120917925	6.155504943	7.053898737	8.926946131	8.304574056	8.065324126	6.658810781	6.233106049	7.528653638	9.554658509
IL1R1	9.908608676	10.44916744	9.750453975	10.44916744	10.23989498	10.01568352	10.41546224	10.46397411	9.152286352	9.511950505	4.321928095	10.18163444	9.942819747	9.962752988	9.888302213	10.61648977	9.310678505	10.17013207	9.053242277	10.01568352	10.04757302	9.971484022	10.48960071	10.50236075	10.03816306	9.76525235	10.3014785	9.822911255	10.36198697	11.01187109	10.57214269	10.34929821	10.05785171	10.55813709	10.3014785	10.31393035	9.860034419	9.98925831	9.493000737	9.534222043	9.602085075	9.893538547	10.85567803	10.08003564	10.1519995	9.774848229	10.07014235	9.942819747	10.00492686	10.44916744	10.31393035	11.08371612	10.67635055	10.85567803	10.70226814	11.0373886	9.124583238	10.33644639	9.850689345	10.17013207	10.08003564	9.756499535	9.756499535	10.23989498	10.44916744	10.57214269	9.774848229	9.543856948	9.554658509	9.908608676	9.735347693	9.813660962	9.693687733	10.2271999	11.4817422	10.20412525	9.908608676	9.107085961	10.15773129	9.665754866	10.05785171	9.493000737	9.621121501	9.999814905	10.55813709
IL1R2	4.973387142	5.300742587	5.258009599	6.988288392	4.535545706	6.512795008	6.191449381	5.505182063	8.207822566	5.140695894	8.38404518	5.984274677	6.333104224	6.385154691	4.5974354	4.562471405	6.040561102	6.538082668	5.449793237	5.607443047	4.848193689	5.831999354	5.274971562	6.16835216	4.537514251	5.418868592	5.091996965	4.993792953	5.080556153	4.522396576	5.634036566	5.573189116	5.0862879	5.418868592	5.888705565	6.785380847	5.29228657	6.012281332	4.947081667	5.519658716	4.519729846	4.85723458	6.465648998	6.046582264	4.605553595	5.770954864	4.536200952	5.481095928	5.266108306	5.553111782	5.258009599	8.707632344	7.419248935	7.170669057	6.590271585	7.990212717	5.0862879	5.977304459	6.17993041	6.627032663	5.258009599	4.814947089	7.395575447	7.754994842	5.317024914	5.024485382	5.375118061	5.054724465	5.300742587	5.81007581	5.76375459	5.674641227	4.534890162	5.402606059	5.967182334	5.870034394	5.353096403	4.543517978	6.818989906	5.080556153	5.375118061	5.300742587	4.929824806	6.078150808	7.688755684
IL1RAP	8.043150026	8.308922427	8.858908292	8.838957393	8.487983072	7.563020993	8.684336196	7.889707477	9.120109484	8.068622832	8.080224926	8.724059844	9.053242277	8.789774656	8.980170186	8.734182987	9.032350644	8.759639749	9.803220693	8.751970381	8.74216826	8.03937735	8.778072044	8.99697209	8.437619323	8.397172411	8.555113369	8.59766374	8.331964596	9.521297919	8.891067602	8.458478631	9.341490099	8.331964596	9.521297919	9.30246322	8.143458836	8.58073324	8.338999487	8.308922427	7.583809441	8.445311496	9.310678505	8.429735506	8.963659899	8.376541715	9.152286352	9.132131244	8.356393802	8.755810161	8.453987834	10.70226814	9.467039733	9.724975432	9.427638346	9.68582838	8.751970381	8.617987758	9.383773453	9.190084218	9.744382975	7.467496868	8.724059844	8.789774656	8.963659899	8.271947069	8.392749798	8.60530401	8.715128121	7.636349277	7.792127154	7.967321653	8.872603797	8.715128121	9.994684774	8.719600894	8.498504954	8.211374403	8.113008169	8.83052992	8.963659899	8.018012352	7.970405864	8.458478631	9.080561546
IL1RAPL2	4.466083261	4.517058178	4.517058178	5.100950124	4.535545706	4.454759504	4.531500288	4.76884281	6.385154691	4.76513689	7.733331338	4.549727837	4.544003972	4.541174073	5.76375459	4.562471405	5.114917272	4.536200952	5.817277586	4.541174073	5.942138842	4.527477006	4.460828358	4.553195913	4.537514251	4.551120464	4.523386462	4.493119669	4.531500288	4.522396576	4.537514251	4.493119669	4.814947089	4.523386462	6.208009019	4.535545706	4.533637504	4.497855638	4.4813074	4.524375669	4.519729846	4.85723458	4.534890162	4.514697149	4.605553595	4.524983788	5.488995411	5.130369536	4.522396576	4.760968591	5.002407848	4.947081667	4.4813074	4.760968591	4.522396576	4.88256445	4.534263969	4.920196872	5.140695894	4.76513689	4.517058178	4.772539235	4.686954008	5.197085608	4.867599401	4.973387142	7.612633776	4.533637504	7.700804639	4.887223517	4.947081667	5.851674689	5.559500918	7.016556278	4.524375669	4.803934284	4.544003972	4.543517978	4.485035738	4.489507766	4.510702012	5.054724465	4.519729846	5.230301843	4.848193689
IL1RL1	8.963659899	9.164710329	8.759639749	9.284413771	6.757077235	7.457361334	6.465648998	9.634304354	9.252397647	8.767849059	9.779727855	10.14624484	9.808450271	9.822911255	8.092560843	9.198731798	8.043150026	10.23989498	7.091452388	8.56619995	8.283129153	8.84286737	8.939718951	10.27902378	8.025754894	9.027959297	9.880801026	9.44326401	10.17013207	9.63846048	9.406338652	9.169170568	8.572291488	9.4343043	8.650257238	10.93111589	7.405203778	9.354793262	8.05815283	7.932519193	7.255677193	8.980170186	8.626859974	8.252054326	9.238775773	8.645888057	8.684336196	9.036728665	8.973586677	9.093741847	10.12474369	9.530012386	9.803220693	9.563467776	8.83474981	9.373855064	7.898681997	10.31935399	8.462955493	9.484706632	8.510549907	9.097764718	8.397172411	9.831054216	8.976882187	9.850689345	9.27466241	8.271947069	8.404042152	7.809082499	7.405203778	9.756499535	7.800206574	9.018413815	9.401398402	10.18163444	7.626988352	7.134166533	9.499301595	8.356393802	8.124620468	6.730169266	9.265626208	7.688755684	9.924522692
IL1RL2	4.466083261	4.825609991	5.513464426	5.396561971	5.559500918	5.044714162	5.744148278	5.243659108	7.85749898	4.488563209	5.744148278	5.249865172	4.544003972	5.43664413	4.5974354	5.3383947	4.517058178	4.536200952	5.738598972	4.541174073	4.937361208	4.527477006	4.76513689	5.47167715	4.537514251	4.551120464	4.523386462	4.877890288	4.531500288	5.382825738	4.537514251	4.493119669	4.980019858	4.956737071	5.100950124	5.449793237	5.3383947	4.497855638	4.4813074	4.524375669	4.519729846	4.85723458	5.360351734	4.514697149	4.605553595	4.524983788	5.396561971	5.274971562	4.522396576	4.484414377	4.772539235	6.481351613	5.324002624	5.59269195	5.513464426	6.092221032	5.14830225	4.464147013	5.645963732	4.478193717	5.791001598	4.428699145	4.973387142	5.47167715	5.539413643	5.655017833	4.608309393	5.119968732	4.581860523	5.237426232	7.261208973	4.567771416	6.202858456	4.543517978	7.124028355	4.730310004	4.544003972	6.085203073	4.891644851	5.876122234	5.002407848	5.390492454	4.519729846	6.481351613	5.317024914
