Gene_Name	J2C	J2N	J3C	J3N	J5C	J5N	J7C	J7N	J8C	J8N	J9C	J9N	J11S	J11N	J13M	J13N	J14M	J14N	J15M	J15N	J16M	J16N	J17H	J17N	J18M	J18N	J19H	J19S	J19N	J20S	J20N	J21H	J21M	J21N	J22M	J22N	J23M	J23N	J24H	J24N	J25S	J25N	J26M	J26N	J27H1	J27H2	J27S	J27M	J27N	J30H	J30N	J31S	J31N	J32H	J32M	J32N	J33M	J33N	J34M	J34N	J35M	J35N	J36S	J36N	J38H	J38S	J38N	J39M	J39N	J40S	J40M	J40N	J41M	J41N	J42S	J42N	J43S	J43M	J43N	J44M	J44N	J45M	J45N	J46M	J46N
AMICA1	9.994684774	9.924522692	9.784591031	9.898755945	9.265626208	10.17589472	9.115621814	10.07014235	10.13016611	11.0373886	11.37679705	9.48070799	10.07014235	10.3014785	9.48070799	9.169170568	10.76985063	10.39973288	9.467039733	9.693687733	10.27902378	10.3014785	9.919683072	9.888302213	9.971484022	9.756499535	9.756499535	9.665754866	9.507093317	10.07014235	9.198731798	10.18163444	10.13556822	10.04757302	9.521297919	9.543856948	9.30657671	10.17013207	10.31393035	10.04287571	9.724975432	9.735347693	9.488859645	9.789572264	9.822911255	10.27902378	9.68582838	10.47051647	10.17013207	10.51503263	10.51503263	9.593265501	9.665754866	9.572125659	9.870311322	9.572125659	9.516791395	9.354793262	9.908608676	10.15773129	9.794536357	10.44916744	9.784591031	9.29326444	8.99697209	9.630136221	9.507093317	11.06051886	10.02131166	10.27902378	9.411262043	10.27902378	9.345585566	10.1023471	10.26553719	9.850689345	9.898755945	9.493000737	10.04757302	9.744382975	9.842260911	9.994684774	10.2271999	9.813660962	9.971484022
ANP32B	10.37689269	10.39973288	10.31935399	10.26553719	10.70226814	9.971484022	10.07014235	10.20412525	10.76151309	10.08920407	8.980170186	10.2335614	10.08003564	10.08920407	10.21550021	10.36198697	10.68271369	10.48960071	10.61648977	10.2271999	10.29003668	10.2335614	10.27229624	10.29576893	10.39973288	10.60319382	10.48332869	10.37689269	10.55813709	10.40958338	10.20412525	10.37689269	10.38823593	10.37689269	10.00492686	10.1519995	10.12474369	9.98925831	10.32475731	10.40958338	10.38823593	10.50236075	10.32475731	10.43423541	10.46397411	10.32475731	10.33644639	10.20412525	10.33644639	9.957794057	10.3014785	10.11935432	10.11394475	9.96712511	10.26553719	9.884556495	10.40958338	10.47702929	10.17013207	10.11394475	10.31935399	10.37689269	10.51503263	10.46397411	10.20412525	10.2271999	10.58826054	10.11394475	10.71921339	10.39973288	10.04287571	10.42131724	10.6307903	10.76985063	10.20412525	10.19393759	10.40958338	10.76151309	10.12474369	10.2271999	10.08003564	10.33644639	10.3014785	10.67635055	10.04757302
ANXA1	13.59945483	13.2181586	13.59945483	13.28061368	12.17896434	12.8378209	12.65249655	13.52110459	13.07588282	12.95190579	10.73634998	13.88082809	14.64165062	14.06149754	12.73611831	14.16991115	12.8378209	13.59945483	13.43943594	13.69883638	12.78317582	12.95190579	12.65249655	14.06149754	12.8378209	13.07588282	13.2181586	13.28061368	13.2181586	12.73611831	13.97286121	13.14681643	12.89921626	13.14681643	12.42093114	13.69883638	12.73611831	13.88082809	13.2181586	13.28061368	12.03182073	13.52110459	12.73611831	13.35634133	13.59945483	13.07588282	13.07588282	13.43943594	13.01361342	13.14681643	13.35634133	14.06149754	13.52110459	13.69883638	13.14681643	14.06149754	13.2181586	13.28061368	13.35634133	13.97286121	13.79306498	13.43943594	12.60704082	14.06149754	13.88082809	12.29093739	13.88082809	12.55936964	13.35634133	12.60704082	12.73611831	12.95190579	12.13928799	13.28061368	12.65249655	13.97286121	12.69602912	12.65249655	13.07588282	12.46779551	13.79306498	12.89921626	13.2181586	13.07588282	14.27055821
APOE	12.95190579	11.88183074	12.69602912	12.17896434	13.01361342	15.29442496	13.43943594	12.37927008	13.35634133	14.64165062	12.8378209	10.68904888	12.78317582	12.33119001	10.82080028	10.93111589	12.89921626	11.5106415	11.58855648	11.66685463	11.85161	12.17896434	11.70548644	10.31935399	12.89921626	11.18430369	11.58855648	11.77043928	11.74055955	12.13928799	11.21013433	12.06613036	12.95190579	12.13928799	12.13928799	11.55291098	12.55936964	12.17896434	11.5106415	10.96954473	12.17896434	10.58826054	11.62113595	11.44939273	11.29892876	11.85161	12.06613036	12.06613036	11.70548644	12.73611831	13.43943594	11.5106415	12.42093114	12.37927008	12.42093114	11.66685463	11.29892876	11.26817813	12.8378209	12.17896434	12.55936964	13.14681643	11.88183074	11.99435647	12.42093114	12.55936964	12.69602912	12.78317582	11.5106415	13.59945483	12.51524637	12.69602912	12.17896434	12.03182073	12.29093739	12.13928799	13.69883638	13.01361342	12.8378209	12.03182073	11.95849795	13.01361342	12.73611831	11.80679399	11.29892876
APP	11.85161	12.37927008	11.58855648	12.24973124	11.80679399	11.15824653	12.10524298	12.06613036	11.80679399	11.41631725	9.779727855	12.13928799	12.29093739	12.37927008	12.33119001	12.60704082	12.37927008	12.60704082	12.06613036	12.17896434	12.29093739	12.60704082	11.74055955	12.51524637	12.17896434	12.8378209	12.8378209	12.13928799	12.65249655	11.62113595	12.51524637	11.85161	11.77043928	12.2136593	11.23758664	12.13928799	12.17896434	12.42093114	12.55936964	12.60704082	11.74055955	12.17896434	12.03182073	12.89921626	11.99435647	12.33119001	12.17896434	12.03182073	12.42093114	11.74055955	11.99435647	11.41631725	11.85161	11.80679399	11.70548644	12.10524298	12.06613036	12.46779551	11.58855648	11.91656248	11.80679399	12.10524298	12.06613036	12.29093739	12.03182073	12.24973124	12.51524637	11.99435647	12.78317582	11.29892876	11.44939273	12.06613036	12.55936964	12.78317582	12.03182073	12.2136593	12.06613036	11.41631725	12.24973124	11.88183074	12.10524298	12.13928799	12.17896434	11.66685463	12.42093114
ARG1	4.466083261	4.517058178	4.517058178	4.495489597	4.535545706	4.454759504	4.531500288	4.491314848	4.321928095	4.488563209	5.744148278	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	4.517058178	4.536200952	4.571958457	4.541174073	4.519729846	4.527477006	4.460828358	4.553195913	4.537514251	4.551120464	4.523386462	4.493119669	4.531500288	4.522396576	4.537514251	4.493119669	4.497855638	4.523386462	4.5293599	4.535545706	4.533637504	4.497855638	4.4813074	4.524375669	4.519729846	4.85723458	4.534890162	4.514697149	4.605553595	4.524983788	4.536200952	4.533637504	4.522396576	4.484414377	4.50347368	4.640582369	4.4813074	4.488563209	4.522396576	4.517058178	4.534263969	4.464147013	4.493119669	4.478193717	4.517058178	4.428699145	4.686954008	4.937361208	4.472151196	4.487618034	7.250628906	4.533637504	6.943022682	4.497855638	4.50347368	6.544160412	4.534890162	6.866451016	4.524375669	4.472151196	4.544003972	4.543517978	4.485035738	4.489507766	4.510702012	4.524375669	4.519729846	4.547401353	4.497855638
ARG2	6.560711316	6.098449486	6.835561707	6.846460482	8.268645032	6.339281634	6.571770699	8.151079376	6.071357649	6.040561102	9.971484022	6.818989906	6.746607091	7.11919435	8.025754894	6.741285595	6.853061472	7.223833936	7.276825637	6.512795008	6.21314126	5.54627897	6.538082668	7.179576213	6.143067318	6.046582264	6.136970368	6.111648653	6.316713602	6.87528933	6.316713602	6.549835081	6.714606964	6.040561102	8.248267582	6.931939083	6.683632966	6.191449381	5.505182063	6.046582264	6.052578401	7.049417491	7.506497444	6.638685866	6.890329428	5.93549623	6.288420088	5.882427619	5.770954864	5.456008185	5.908318272	5.778108427	6.616232002	6.653312568	7.107438791	6.293160687	6.937491526	6.549835081	10.27902378	6.806299504	6.104651167	5.863920756	7.783659322	7.948027865	6.310720966	5.791001598	6.63344332	6.427207072	6.476038302	7.658420628	6.735738137	4.793552219	8.56619995	5.882427619	8.778072044	7.044922282	5.308906721	6.549835081	6.502443511	7.432792419	6.226455775	5.882427619	6.360748864	8.239114879	7.830791338
ATF1	8.092560843	7.879431183	7.395575447	8.054277416	8.139762674	7.640334897	7.967321653	8.268645032	6.071357649	7.571979218	8.080224926	8.356393802	7.835141338	7.936201489	8.601488933	8.296247075	7.297177221	8.207822566	8.949948962	8.092560843	7.839478261	8.243698489	7.715061505	8.319993544	7.982771913	8.38404518	7.936201489	7.724439954	8.190311492	7.871410617	8.211374403	8.043150026	8.076461877	8.400611371	8.113008169	8.155002502	8.193293605	8.083978185	8.124620468	8.388313587	7.648708957	8.487983072	8.319993544	8.413129719	8.483476076	8.235527344	8.331964596	8.211374403	8.397172411	7.515028639	7.898681997	8.076461877	8.096137522	8.054277416	8.767849059	8.011198297	8.724059844	8.437619323	8.132807545	8.054277416	7.948027865	7.932519193	8.462955493	8.751970381	8.292270682	7.997902933	8.108798234	7.883406986	7.498360107	8.688101452	8.392749798	7.771898937	8.328053237	8.124620468	7.35043726	8.120917925	8.068622832	7.970405864	7.830791338	7.800206574	8.011198297	7.804244748	8.373312109	7.867365531	8.054277416
ATF2	9.152286352	9.65083122	9.337382973	9.427638346	9.427638346	9.036728665	9.521297919	9.467039733	7.602232692	9.128362177	4.786496794	9.467039733	9.593265501	9.784591031	9.451640176	9.739872407	8.759639749	9.310678505	9.314453769	9.543856948	9.297871162	9.724975432	9.597682028	9.842260911	9.284413771	9.693687733	9.516791395	9.231376633	9.630136221	9.447458172	9.543856948	9.206871915	9.27466241	9.363834649	9.391564289	9.630136221	9.994684774	9.521297919	9.744382975	9.724975432	9.794536357	9.218906982	9.423477627	9.458822316	9.630136221	9.411262043	9.516791395	9.396489725	9.602085075	9.080561546	9.222453663	9.164710329	9.206871915	9.231376633	9.314453769	9.284413771	9.27466241	9.577230201	9.345585566	9.198731798	9.68582838	9.476698234	9.530012386	9.756499535	9.543856948	9.572125659	9.310678505	9.396489725	9.190084218	9.419304874	9.64656321	9.177679957	10.13556822	9.516791395	9.206871915	9.476698234	9.115621814	9.530012386	9.222453663	9.190084218	9.419304874	9.534222043	9.602085075	8.918716675	9.327519497
ATG10	6.470705351	6.880087835	7.049417491	6.638685866	7.255677193	6.476038302	7.079783172	6.90088118	4.547999845	6.385154691	6.606037651	7.217900014	6.64861866	6.905702889	7.800206574	7.658420628	6.56591627	6.895614951	8.408593091	7.419248935	6.963962591	7.139467302	6.1741529	7.102278818	6.846460482	7.223833936	7.205733332	6.975437212	7.185504363	6.746607091	7.211941585	6.620593392	6.64861866	6.890329428	7.040377795	6.996550156	7.486917363	6.785380847	7.102278818	7.11919435	7.191408254	6.96971131	6.825148845	6.981877111	7.199498248	6.952796705	7.281995139	6.963962591	6.926241627	6.403949364	7.040377795	6.271269588	6.926241627	6.322681449	6.885217719	6.583950434	7.563020993	7.379417565	7.533193439	7.073759039	6.705216015	6.69538408	7.149339459	7.191408254	6.679342693	7.149339459	7.796157066	7.405203778	7.537024216	6.785380847	7.29217042	7.533193439	7.710931039	7.771898937	7.102278818	6.952796705	7.389621097	7.540844848	6.544160412	6.527269402	6.963962591	6.517677823	7.027848088	6.714606964	6.963962591
ATG12	4.466083261	5.173451093	4.993792953	5.59269195	5.308906721	4.751690696	5.109848062	5.029568573	4.547999845	5.080556153	4.321928095	5.456008185	4.544003972	4.541174073	4.5974354	5.857810716	5.230301843	5.324002624	4.571958457	5.382825738	5.43664413	5.164519092	4.937361208	5.519658716	5.449793237	5.607443047	5.091996965	4.993792953	5.586598559	5.140695894	5.456008185	4.76513689	4.772539235	4.523386462	5.189725741	5.173451093	5.230301843	5.655017833	5.100950124	5.59269195	5.330946747	4.85723458	5.204389486	5.160200386	6.327902249	5.017744317	5.488995411	5.607443047	5.230301843	5.0862879	4.956737071	5.532636078	5.645963732	5.237426232	5.695737028	5.443233664	4.986922842	5.3458044	5.237426232	5.640012475	5.559500918	4.929824806	5.36775379	5.920987958	5.054724465	5.914667023	4.820288392	5.3383947	4.839095784	5.237426232	5.725309447	4.814947089	5.84560803	4.76884281	5.402606059	5.173451093	5.217410765	5.613393082	5.230301843	4.730310004	5.140695894	5.173451093	4.929824806	5.182328135	5.189725741
ATG16L1	7.997902933	8.211374403	7.912854772	8.338999487	8.437619323	7.939874411	8.56619995	8.449656187	7.952637258	7.804244748	4.527477006	7.990212717	8.117205855	8.369136418	8.117205855	8.050599838	7.401505322	8.117205855	8.182619886	7.91731098	8.046912862	7.792127154	7.809082499	8.147145554	8.05815283	8.196487086	8.021326372	7.796157066	8.011198297	7.835141338	8.136289301	7.997902933	7.830791338	7.967321653	7.817879032	8.014690702	8.593344878	7.826324136	8.239114879	8.083978185	7.979554491	8.388313587	7.970405864	8.099705356	8.255831156	8.315843942	8.283129153	8.046912862	8.196487086	7.967321653	8.050599838	8.034780953	8.062017861	8.03937735	8.007697418	8.025754894	8.613915284	7.91731098	7.826324136	8.021326372	8.223388646	7.99443089	8.248267582	8.147145554	8.076461877	8.243698489	8.59766374	7.546276673	8.59766374	8.239114879	8.58073324	8.268645032	8.404042152	8.235527344	7.886560671	7.948027865	8.243698489	8.437619323	7.76707856	7.71918018	7.579484758	8.139762674	8.108798234	7.970405864	7.804244748
ATG5	8.397172411	8.132807545	7.936201489	8.136289301	8.319993544	7.928933545	8.373312109	8.487983072	6.790004763	7.813904082	9.971484022	8.4336828	8.214917517	8.417169624	9.053242277	8.755810161	7.113328544	8.376541715	8.196487086	8.312387335	8.235527344	8.193293605	8.088275896	8.388313587	8.338999487	8.518358564	8.261646661	7.894201715	8.397172411	8.155002502	8.555113369	8.169592795	7.631676407	8.190311492	8.589013047	8.397172411	8.719600894	8.083978185	8.855068682	8.510549907	8.467023474	8.806416129	8.243698489	8.315843942	8.613915284	8.541488013	8.445311496	8.58073324	8.533297746	8.227666078	8.15865717	8.214917517	8.364948606	8.255831156	8.572291488	8.292270682	8.501537718	8.348273421	8.400611371	8.068622832	8.304574056	8.214917517	8.82610467	8.684336196	8.304574056	8.199673513	9.156426233	7.733331338	9.198731798	8.636588803	8.223388646	8.963659899	8.99697209	8.886649032	8.080224926	8.261646661	7.974987429	8.043150026	7.796157066	8.143458836	8.261646661	8.445311496	8.703205286	8.014690702	8.136289301
ATG7	8.99697209	9.190084218	8.802169747	8.99697209	8.81405749	9.419304874	8.495465803	8.734182987	9.419304874	9.559069867	5.744148278	8.83052992	8.872603797	8.626859974	8.219159299	8.703205286	8.891067602	8.719600894	8.453987834	8.707632344	8.364948606	8.751970381	7.658420628	8.356393802	9.008064734	8.806416129	9.064109831	8.846766779	8.86273771	8.715128121	8.650257238	8.955510841	8.935057329	8.821665804	8.691856907	8.810241869	8.231930866	8.963659899	9.002529073	8.767849059	8.662955903	8.601488933	8.817866663	8.676365982	9.053242277	8.939718951	8.650257238	9.068911002	8.738181148	8.821665804	9.073696248	8.806416129	8.944365558	8.918716675	8.980170186	8.747077645	8.388313587	8.767849059	8.724059844	8.83052992	8.922837271	9.036728665	8.348273421	8.59766374	8.751970381	8.691856907	8.715128121	9.128362177	8.886649032	9.297871162	9.202807598	8.973586677	8.944365558	8.992378652	8.498504954	8.703205286	9.156426233	9.045300398	8.935057329	8.5624973	8.86273771	8.81405749	9.008064734	8.671561285	8.729130294
ATM	4.698211862	5.024485382	4.993792953	4.495489597	5.634036566	5.47167715	4.531500288	4.491314848	8.014690702	4.937361208	9.231376633	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	6.427207072	4.536200952	4.571958457	5.091996965	5.211656574	4.527477006	4.692955847	4.553195913	5.230301843	4.551120464	4.523386462	5.130369536	4.531500288	5.054724465	4.537514251	4.956737071	4.772539235	4.523386462	4.5293599	4.535545706	5.29228657	4.803934284	4.4813074	4.947081667	5.29228657	4.85723458	5.29228657	4.514697149	4.605553595	5.017744317	5.396561971	5.274971562	4.522396576	4.832368645	5.182328135	4.449376644	4.4813074	4.488563209	4.877890288	4.517058178	5.14830225	4.464147013	5.060469488	4.887223517	4.517058178	4.929824806	5.317024914	4.488563209	4.814947089	5.496851876	4.524375669	5.573189116	4.551120464	4.839095784	5.396561971	4.524375669	5.044714162	4.523386462	4.524375669	4.472151196	5.942138842	5.402606059	5.155868712	5.317024914	5.114917272	5.54627897	5.066191724	5.839515753	5.189725741
AXL	10.05785171	9.884556495	9.842260911	10.78864668	9.962752988	9.593265501	10.20412525	9.994684774	9.31821918	10.23989498	9.231376633	10.40958338	10.20412525	10.2271999	9.539047539	10.57214269	9.511950505	10.11394475	9.534222043	10.07014235	9.65083122	9.850689345	9.451640176	9.784591031	10.04757302	10.02691793	10.27229624	10.08920407	10.00492686	9.971484022	10.37689269	9.798885059	10.04757302	9.64656321	9.735347693	10.02691793	9.4343043	10.40958338	10.02131166	10.33644639	9.559069867	10.00492686	10.01568352	10.14624484	9.962752988	10.08920407	9.818293522	10.3014785	9.952818021	9.621121501	9.462936876	9.884556495	10.33644639	10.29003668	10.14624484	10.15773129	9.774848229	9.919683072	9.739872407	10.29003668	9.92934613	9.789572264	10.2271999	10.09579055	10.15773129	9.842260911	9.962752988	10.29003668	10.08920407	10.15773129	10.04287571	9.822911255	9.655086641	10.13016611	9.870311322	10.21550021	10.44916744	9.68582838	9.962752988	10.00492686	10.23989498	10.2271999	9.957794057	9.68582838	10.3014785
BAGE	4.466083261	4.517058178	4.517058178	4.495489597	4.535545706	4.640582369	4.531500288	4.973387142	4.730310004	4.811122352	10.1519995	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	4.517058178	4.536200952	4.571958457	4.541174073	4.519729846	4.527477006	4.460828358	4.553195913	4.537514251	4.551120464	4.933597928	4.493119669	4.531500288	4.522396576	4.537514251	4.493119669	4.497855638	4.523386462	4.5293599	4.535545706	4.533637504	4.497855638	5.655017833	4.524375669	5.091996965	4.85723458	4.534890162	5.390492454	4.605553595	4.524983788	4.536200952	4.533637504	4.522396576	4.786496794	4.786496794	5.382825738	4.887223517	5.539413643	4.522396576	4.961739073	5.211656574	4.464147013	4.493119669	4.478193717	4.820288392	4.428699145	4.973387142	4.488563209	4.472151196	4.487618034	4.387918847	4.533637504	4.421207267	4.497855638	4.50347368	4.321928095	4.534890162	4.457502051	4.524375669	4.472151196	4.544003972	4.543517978	4.746575102	4.489507766	4.510702012	4.524375669	4.519729846	4.547401353	4.848193689
BATF	6.910508537	6.683632966	6.492017203	7.524099506	7.031839022	7.35566362	7.724439954	6.012281332	7.467496868	6.709919131	9.231376633	6.996550156	6.527269402	6.785380847	6.846460482	6.931939083	6.502443511	6.233106049	8.211374403	6.69538408	7.592817844	6.118612364	7.762242022	6.700308423	6.653312568	5.914667023	6.085203073	6.233106049	6.078150808	7.835141338	6.870474811	6.669673887	6.246136593	5.863920756	8.248267582	7.451882251	7.405203778	6.339281634	5.920987958	6.583950434	6.085203073	4.85723458	8.518358564	6.517677823	6.276002513	5.796753477	5.82444359	6.421036908	5.977304459	6.606037651	6.360748864	7.839478261	7.374705206	7.69312018	7.073759039	7.515028639	6.276002513	6.052578401	7.506497444	6.771901295	8.258741838	7.128846217	6.266521085	6.512795008	6.812658658	6.616232002	4.608309393	6.104651167	4.564051474	6.595241494	6.432766574	4.733399537	6.595241494	4.756788215	7.401505322	6.831281604	5.942138842	6.606037651	6.185701392	6.90088118	6.831281604	6.571770699	6.1741529	8.478954957	6.825148845
BAX	9.957794057	9.31821918	9.63846048	9.593265501	9.756499535	9.332459664	9.898755945	9.247572672	10.27229624	9.798885059	8.980170186	9.215351561	9.045300398	8.838957393	9.693687733	9.07713298	9.977660857	9.411262043	9.363834649	9.027959297	9.467039733	9.952818021	9.68582838	8.980170186	9.419304874	9.539047539	9.693687733	9.65083122	9.27466241	9.29326444	9.064109831	9.611758828	9.880801026	9.516791395	9.363834649	8.734182987	9.850689345	9.148134556	9.76525235	9.185913876	9.822911255	9.02319445	9.750453975	9.169170568	9.68582838	9.476698234	9.415289063	9.68582838	9.310678505	9.677827217	9.720088688	9.177679957	9.383773453	9.64656321	9.735347693	9.068911002	10.08920407	9.17361706	9.30246322	9.419304874	9.655086641	9.419304874	9.61644776	8.877418349	9.247572672	9.63846048	8.74216826	9.977660857	9.107085961	9.43879111	9.621121501	8.980170186	9.971484022	8.973586677	9.602085075	9.018413815	10.1023471	9.630136221	9.31821918	9.64656321	9.190084218	9.689763408	9.238775773	9.803220693	8.617987758
BCL10	9.660430614	9.572125659	10.00492686	9.860034419	9.582316745	9.64656321	9.842260911	9.543856948	10.45658977	9.511950505	9.231376633	10.02691793	9.92934613	9.855369448	9.215351561	9.971484022	9.419304874	9.898755945	9.559069867	9.655086641	10.01031521	9.908608676	9.836668445	10.26553719	9.52579041	9.739872407	9.642517534	9.582316745	9.779727855	9.625635902	10.08003564	9.744382975	9.677827217	9.756499535	9.908608676	9.971484022	10.44916744	9.92934613	9.693687733	9.665754866	9.484706632	9.68582838	9.582316745	9.76525235	9.756499535	9.516791395	9.451640176	9.559069867	9.563467776	9.499301595	9.630136221	9.942819747	9.880801026	9.96712511	9.855369448	9.870311322	9.942819747	9.597682028	9.582316745	9.908608676	9.813660962	9.68582838	9.744382975	10.11394475	9.774848229	9.185913876	9.919683072	9.693687733	10.03816306	9.427638346	9.994684774	9.774848229	9.430975173	9.784591031	9.962752988	9.744382975	9.884556495	9.63846048	9.744382975	9.850689345	9.888302213	10.11394475	9.458822316	9.908608676	10.17013207
BCL2	8.429735506	8.369136418	8.82610467	9.107085961	8.445311496	8.778072044	7.771898937	8.510549907	10.61648977	8.478954957	12.37927008	7.932519193	8.088275896	8.011198297	7.71918018	7.990212717	9.630136221	8.080224926	8.360677545	7.979554491	8.558785122	8.343643906	8.918716675	7.964230834	8.025754894	8.004535501	8.626859974	8.373312109	8.283129153	8.001366639	7.758622982	8.388313587	7.91731098	8.315843942	7.964230834	7.847375821	8.046912862	7.762242022	8.165952304	8.043150026	8.551432246	8.182619886	8.165952304	7.932519193	7.960735647	7.592817844	7.979554491	7.813904082	7.99443089	8.165952304	8.014690702	7.724439954	7.957231971	7.894201715	7.762242022	7.886560671	7.964230834	8.239114879	7.700804639	7.779219065	7.974987429	7.964230834	7.985982175	8.062017861	8.182619886	8.645888057	7.384528351	8.03937735	7.211941585	7.401505322	7.928933545	7.261208973	7.960735647	7.796157066	8.136289301	7.813904082	8.86273771	7.91731098	8.261646661	8.258741838	7.653095001	8.007697418	7.952637258	9.143990359	8.471080016
BCL2L1	11.15824653	10.93111589	10.68904888	11.0373886	11.01187109	10.58826054	11.33131359	10.55813709	10.96954473	10.70226814	10.53773731	11.36252449	11.39092979	11.13506115	11.13506115	10.85567803	10.82080028	11.13506115	10.96954473	11.01187109	10.76985063	10.75312709	11.33131359	11.29892876	11.58855648	11.15824653	11.21013433	11.23758664	11.10756411	10.96954473	10.51503263	10.55813709	10.95092217	10.52279681	11.08371612	11.21013433	10.87753512	10.95092217	11.33131359	11.01187109	11.33131359	11.18430369	11.4817422	10.85567803	10.96954473	10.96954473	11.33131359	10.71921339	10.85567803	10.89505552	10.84769651	11.18430369	11.08371612	10.99378638	10.83967059	11.18430369	10.57214269	10.99378638	10.89505552	10.75312709	11.0373886	10.6307903	11.06051886	11.58855648	11.19727682	11.21013433	10.89505552	11.23758664	10.96954473	10.53773731	10.64576596	10.66080569	11.60493818	10.89505552	11.41631725	11.21013433	10.96954473	10.87753512	10.71921339	11.01187109	10.67635055	10.64576596	10.67635055	10.82080028	10.95092217
BCL6	9.760882581	9.496154606	9.977660857	10.2271999	9.665754866	9.07713298	9.602085075	10.08920407	9.68582838	8.992378652	9.971484022	10.01568352	9.730170884	10.25340278	9.760882581	9.58780151	9.9141565	10.15773129	10.163945	9.898755945	9.534222043	9.310678505	10.36198697	10.03816306	9.337382973	9.181731444	9.447458172	9.476698234	9.543856948	10.29003668	10.05785171	9.813660962	10.12474369	9.842260911	9.888302213	10.13556822	8.935057329	9.860034419	9.846481283	9.756499535	9.401398402	9.98925831	10.60319382	9.363834649	10.43423541	10.15773129	10.50236075	10.19393759	10.14624484	9.64656321	9.983811359	10.83967059	10.36198697	10.32475731	10.36198697	10.27902378	10.42131724	10.01031521	9.983811359	9.665754866	11.21013433	9.181731444	9.803220693	10.53051944	10.38823593	10.82080028	10.17013207	9.977660857	9.784591031	9.898755945	9.715185335	8.935057329	10.33644639	9.611758828	10.89505552	10.25340278	10.08003564	10.14624484	9.908608676	10.71921339	10.08920407	9.31821918	9.870311322	10.53051944	10.33644639
BID	4.466083261	4.517058178	4.517058178	4.495489597	4.535545706	4.839095784	5.573189116	4.491314848	4.547999845	4.488563209	4.786496794	4.549727837	5.223142097	5.14830225	4.5974354	4.562471405	4.887223517	4.536200952	4.571958457	4.541174073	4.519729846	4.527477006	4.460828358	4.553195913	5.283780698	4.551120464	4.523386462	4.493119669	4.531500288	4.522396576	5.519658716	4.493119669	4.497855638	4.523386462	4.5293599	4.535545706	5.230301843	4.910504254	4.4813074	4.524375669	4.519729846	4.85723458	4.534890162	4.820288392	4.605553595	4.524983788	4.536200952	5.505182063	4.814947089	4.814947089	4.50347368	5.029568573	4.4813074	4.488563209	4.522396576	4.825609991	4.534263969	4.85723458	4.877890288	5.29228657	5.559500918	5.173451093	4.446736733	4.887223517	4.814947089	4.741537611	6.354446703	5.3383947	6.444400656	4.956737071	5.066191724	6.111648653	5.29228657	6.202858456	4.524375669	4.966723791	4.544003972	4.543517978	5.066191724	4.489507766	4.510702012	4.524375669	4.519729846	4.547401353	5.155868712
BIRC5	6.271269588	5.54627897	5.957996105	5.283780698	5.770954864	5.449793237	9.543856948	5.243659108	8.855068682	5.785226695	9.971484022	4.549727837	4.544003972	5.375118061	5.76375459	5.778108427	5.948751009	4.536200952	6.071357649	5.091996965	6.1741529	5.505182063	5.308906721	5.324002624	7.001531514	4.551120464	5.76375459	5.613393082	5.080556153	5.914667023	5.750346497	5.14830225	5.738598972	5.073391816	5.876122234	4.535545706	6.931939083	6.259537038	5.803430021	5.553111782	6.233106049	4.85723458	5.977304459	6.098449486	5.957996105	5.109848062	6.746607091	5.607443047	5.017744317	5.237426232	5.182328135	5.029568573	4.811122352	6.111648653	5.14830225	4.517058178	7.401505322	5.725309447	5.942138842	5.481095928	6.155504943	6.104651167	5.750346497	5.197085608	5.418868592	5.462196475	4.690942492	5.711889811	5.034633917	5.173451093	7.006495731	4.910504254	6.689520487	4.730310004	5.211656574	5.300742587	5.456008185	6.800468536	5.324002624	5.796753477	5.481095928	7.462438002	5.14830225	6.349946744	5.258009599
BLK	5.230301843	4.920196872	5.888705565	5.505182063	4.535545706	6.092221032	4.531500288	4.491314848	6.790004763	4.488563209	9.43879111	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	5.114917272	4.536200952	6.191449381	4.541174073	5.3458044	4.527477006	7.783659322	4.553195913	5.655017833	4.551120464	5.418868592	5.674641227	4.531500288	4.522396576	4.537514251	4.493119669	5.283780698	4.523386462	5.29228657	4.535545706	5.870034394	4.803934284	4.4813074	4.524375669	6.825148845	4.85723458	5.360351734	4.514697149	4.605553595	4.524983788	4.536200952	4.533637504	4.522396576	4.484414377	4.50347368	4.449376644	4.4813074	4.760968591	4.522396576	4.517058178	5.972252274	4.464147013	4.730310004	4.803934284	4.517058178	4.626877135	5.634036566	4.803934284	4.472151196	5.073391816	4.321928095	4.533637504	4.321928095	4.497855638	4.50347368	4.321928095	5.173451093	4.348268678	4.929824806	4.472151196	4.544003972	4.543517978	4.485035738	5.738598972	4.510702012	5.173451093	4.519729846	5.785226695	4.497855638
