Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE	Absolute score (sig.score)
CHG020049	0.0205860102443941	0	0.1099515787662	0.126781830308473	0	0.337049913224395	0	0.0381000401702673	0	0	0.0269534046472038	0.0643422236421243	0.0810784171302213	0	0	0.515177265172686	0.00209220024926385	0.0446580024766695	0.0473075851300132	0.284841840915533	0	0.0145392629120051	0.112	0.130552988008271	1.03455545004877	1.71345957498945
CHG019106	0.0638409477853595	0	0.0159659619834795	0.0895389242137964	0	0.413312331085746	0	0.0207040428865565	0	0	0.200913815577307	0	0.128526574637423	0.0305432267721386	0.0260524690185239	0.449485310360528	0	0.0425541678191356	0.143698387648116	0	0	0.0316535266951381	0.049	0.172647729762433	1.01677708120431	1.65678968648325
CHG019108	0.0364442605667579	0	0.0194521020488971	0.107207687388566	0	0.462657701525309	0	0.00237896026231482	0	0	0.120993407462996	0.0590598704209406	0.0943528773514949	0.0350840414640114	0	0.28200034134869	0	0.0454269060303665	0.276965068601116	0	0	0	0.05	0.169949857388331	1.02245308902832	1.54202322447146
CHG019669	0	0	0.157815354595485	0.214433107332751	0	0.44163814102054	0	0	0	0	0.135300670913376	0.0018055136132237	0.0887452498606442	0.119206824707717	0	0.334933638941965	0	0.0681451579170308	0.127236724723062	0	0	0	0.00900000000000001	0.261550008040548	0.977897826242667	1.68926038362579
CHG019791	0	0	0.15132201807054	0.120377237215858	0	0.320915864904739	0	0.0239712155191943	0	0	0.0226992063664079	0.0637849220771464	0.107788855771927	0	0.00436607967787187	0.484006205277931	0	0.0273455187566173	0.161349146152257	0	0	0	0.003	0.320222543909455	0.950918099382345	1.48792626979049
CHG019112	0.0124081766625997	0	0.086425782936053	0.16653393395472	0	0.256774469480645	0	0	0	0	0.061285815736329	0.0448562860433616	0.0535453683625805	0.193659267993006	0.00206432379852282	0.41689221701788	0	0.0429228567794407	0.180043692907548	0	0	0.0126802433573311	0.001	0.342291916239883	0.943296582818168	1.53009243503002
CHG018353	0.194623045497491	0	0.0255674988370724	0.199163943371777	0	0.726431097434994	0	0	0	0	0.0497462396502895	0.0902323341714529	0.120286400776823	0.0271176709930803	0.232953826771587	0.353641614488784	0	0.00159090005251487	0.141682306672295	0	0	0	0.001	0.394690130455992	0.919967953874611	2.16303687871816
CHG019547	0	0	0.165833045137042	0.11937005752854	0	0.29925048012705	0	0	0	0	0.034610784346285	0.0585028611338667	0.0659557025253011	0.0199336619166222	0	0.410118692621069	0	0.010782633338504	0.166015899176599	0	0	0.00166615111055409	0.003	0.311639513942028	0.954502249680945	1.35203996896143
CHG020274	0.0297314379476757	0	0.265738273852296	0.135289188889318	0	0.361716623911438	0	0.0680716830518741	0	0	0.019077838591	0.0660934034325416	0.106241272641785	0.0436915874416434	0.0100418757574627	0.314348362023484	0	0.023849350299826	0.168089437068693	0.0209712062280894	0	0.00994974805246722	0.012	0.256226163353259	0.974409370896357	1.64290128918959
CHG020272	0	0	0.125537832587647	0.0859319838361626	0	0.326983027592512	0	0	0	0	0.103157939046451	0.0166412160535948	0.0629108913732972	0	0	0.413620884349401	0	0.0167932150377882	0.107315405446788	0	0	0.0133702889678485	0.003	0.314588500707711	0.954248730052519	1.27226268429149
X2066N	0.0932440750591118	0	0.0237299337710969	0.168709102699308	0	0.212920544078616	0	0.0126479398870218	0	0	0.0910307848099802	0.0641243118936622	0.189269921230063	0.0499550146337703	0.0289246757500461	0.239233618390612	0.000172952538917367	0	0.292816329418051	0	0	0	0.001	0.360111865419812	0.934505028931351	1.46677920416026
CHG019677	0	0	0.0787084082134257	0.293253357199053	0	0.292555380801957	0	0	0	0	0.323186136660335	0.0122318056075569	0.218066801794651	0.0588393130161542	0	0.168562988965971	0	0.0275240402979056	0.0809507403548638	0.00816684981434735	0	0	0.017	0.230497513814041	1.00866637114241	1.56204582272622
CHG020318	0.0386883984033474	0	0.0156207345120446	0.166800285972972	0	0.53896029039933	0	0.00755857411377738	0	0	0.142120621041	0.0275870275747057	0.1695152175612	0.18067524577537	0.00781696676967018	0.293374243173805	0	0.116990510546857	0.0417917195991289	0.0958176924489764	0	0.024371051821118	0.191	0.0968388103594086	1.05326991781553	1.8676885797133
CHG020292	0.0278661718148602	0	0.0094024778061268	0.203529560851647	0	0.286056891084441	0	0	0	0	0.327753829585335	0.0044433800011146	0.12146531697016	0.0175642891418557	0.000565797701075248	0.225304790964076	0	0.0513320466122659	0.120827871905845	0	0	0.000372594007363014	0.003	0.31876489111375	0.964554353898831	1.39648501844617
CHG020800	0.01806826312599	0	0.141592111612296	0.0568559832877004	0	0.297924859225182	0	0.01802116695482	0	0	0.00729853400594171	0.0544408345511189	0.0424769747867095	0.128204856031209	0.0415003495138733	0.526566376151393	0.00265137082326226	0	0.250501754592959	0	0	0	0.001	0.360994508852669	0.934213446169057	1.58610343466246
CHG020835	0.0567305755325069	0	0.082319239190012	0.124486944380253	0	0.300021133611608	0	0.0343615153217031	0	0	0.0290539060560172	0.0191359092169619	0.0311296059606803	0.0114932092500378	0.00757021880387336	0.432189046696059	0.0173107352550646	0.00742366420919177	0.0802169908814422	0	0	0	0.00600000000000001	0.282983829678598	0.969109261409221	1.23344269436541
CHG021093	0	0	0.027249370619568	0.0708703731664739	0.0240491070110694	0.229861032701083	0	0	0	0	0.065563027902081	0.0470564491785499	0.0366900146253073	0.221055550839045	0	0.515523176476338	0	0.106769860973656	0.160837718198158	0	0	0	0.001	0.376350948344872	0.930169004788748	1.50552568169133
CHG021071	0.0085552311923589	0	0.0458035631358351	0.0791560203398925	0	0.341204264479	0	0	0	0	0.0706453801622642	0.0326807262760462	0.105436095604962	0	0.00762870641214499	0.459150034907981	0.0121002447789594	0.0278749467657604	0.0858224031321427	0	0	0.00899350115399539	0.001	0.372928419200947	0.929385186840456	1.28505111834134
CHG021073	0.00597823723105395	0	0.000761486123151912	0.138890256876164	0	0.623432303524213	0	0	0	0	0.233517425117475	0.00185432266689556	0.139098389834642	0	0.0186485767352524	0.224651747965026	0	0.053608348026464	0.131482616369733	0	0	0	0.001	0.417286554735733	0.911042018544873	1.57192371047007
CHG021061	0	0.024619395001813	0.0397138494712244	0.143533898085732	0	0.512428355779758	0	0	0	0	0.128901839244132	0.0538585016306016	0.118785957131201	0.104955982428778	0.023757639412573	0.616823764987951	0	0.0736605947853223	0.135688587466249	0	0	0.0240421533815857	0.001	0.343821544013477	0.942989746932753	2.00077051880692
CHG021081	0.0284019033797821	0	0.0943172157329894	0.152272052360846	0	0.597841826195367	0	0.0214204723404917	0	0	0.0288387482225308	0.0146392560311232	0.117596822014979	0	0.100726642857605	0.416165023958685	0	0.0201905953344609	0.0799083287578563	0.0162035358926907	0	0.0174851732014096	0.001	0.372621761037744	0.929350333951102	1.70600759628082
CHG021089	0	0.0186860363454765	0.17590545050957	0.1433984209447	0	0.36293561097973	0	0	0	0	0.0704310226995704	0.0119808035028572	0.0684311174878964	0.0498447715657415	0.0585213694541029	0.552730679992727	0	0	0.221421212035005	0	0	0.0023213158552628	0.001	0.391468676403545	0.919832515296552	1.73660781137264
CHG021091	0	0	0.0409121923084299	0.130403135682085	0	0.362583735474606	0	0	0	0	0.181858551185735	0.00585001863517455	0.0602077455194412	0.0665187419629132	0	0.34058583800815	0	0.0514946685050089	0.325922141168025	0	0	0	0.001	0.403985333432352	0.914925710885301	1.56633676844957
CHG021087	0.0054473410511218	0	0.0767485197914883	0.186230777141398	0	0.477174811230499	0	0	0	0	0.0827031700407478	0.0762491575660823	0.0889479121084462	0	0.0174926873985453	0.32499083835567	0.00178731152025547	0	0.140291448292456	0	0	0.0277339753242736	0.001	0.339251846118378	0.946880195020365	1.50579794982098
X3284N	0.0535578584042051	0	0.0409787553853398	0.204256360362281	0	0.316995402972965	0	0.0169742601312209	0	0	0.0997479028127982	0.0806301759891917	0.121573652368039	0.018693230169951	0	0.285181594285386	0	0.116085100240155	0.175014772302053	0	0	0.0298382771033356	0.005	0.29603727783452	0.963259498270538	1.55952734252692
CHG019711	0.00741484207708586	0	0.0334767796811412	0.0844485351512	0	0.358575230050848	0	0	0	0	0.0723774771466307	0.0486065508379072	0.107319999876167	0	0.00578480560109117	0.394076141939227	0	0.0534634555646912	0.237960900709723	0	0	0.0161775444569821	0.002	0.322644883729439	0.951444478671773	1.41968226309269
CHG019671	0.0084859388966564	0	0.101384246226828	0.0821154482768817	0	0.234077787372637	0	0	0	0	0.0292490689816013	0.0511013004004778	0.0851193052199429	0.0187948711288257	0	0.329179291465021	0	0.0665940857726906	0.316260223992518	0	0	0.0366675241155733	0.001	0.389806594105559	0.920691122969871	1.35902909184965
CHG019712	0.0264755911657912	0	0.23609421983921	0.125432032846738	0	0.32060744457546	0	0.0696489347471045	0	0	0.0103941274870687	0.122363550779016	0.134735849794445	0.0277258271807787	0	0.276715671645849	0	0.0839444746935502	0	0.253792611133875	0	0.0620104457929138	0.014	0.243329323951697	0.98046232431697	1.7499407816818
CHG020055	0	0	0.194570424520735	0.0928345983359996	0	0.371883172334069	0	0.00488257887960445	0	0	0.0426013470688923	0.0565492121950518	0.0520795172298157	0	0	0.319651568821925	0	0.0880188809532566	0.296718984824383	0.0484502902937218	0	0.0696999884098425	0.122	0.125881434504091	1.02886207095755	1.6379405638673
CHG020061	0.00159815047395982	0	0.0125160524604157	0.189115104282295	0	0.203305600448038	0	0	0	0	0.0660124806792307	0.0518282756883	0.0810527934484241	0.0794922861329402	0	0.486725477022758	0	0.0688582887510259	0.283694051212682	0	0	0.00898139502022519	0.001	0.388143205351413	0.922523471859438	1.53317995562029
CHG020053	0.00430896336475691	0	0.0374818424255432	0.0736141362974443	0	0.281530990358405	0	0.037116535868148	0	0	0.0398697966267695	0.0304225986547754	0.0680356708362875	0.132651870301713	0.00449489070195939	0.435828046702431	0	0.0298308053897067	0.249638573965008	0	0	0.0259178898306833	0.001	0.353023720255687	0.938859918423329	1.45074261132363
CHG020825	0	0	0.0593358543609223	0.153326505138347	0	0.224610957581106	0	0	0	0	0.122708977950302	0.0481292164758963	0.0972750993318619	0.129833015260945	0.000315958880800043	0.260489971149675	0	0.0101211394912722	0.382661722909441	0	0	0	0.001	0.368474194087617	0.93286385464974	1.48880841853057
CHG020816	0.0531457871783402	0	0.0185609553779529	0.0813950575465048	0	0.544718652941884	0	0.0206041158463854	0	0	0.131793968483448	0.0672938434827907	0.0953750790162829	0.131414818359564	0.0345444604595355	0.321147853197559	0.015524614509317	0.0580774090895087	0.0399552020740884	0.0761786525937113	0	0.0349057115548773	0.001	0.334630539124114	0.94765207699978	1.72463618171175
CHG020837	0.0155366516397822	0	0.0915633405159235	0.124493069121822	0	0.342432484869608	0	0	0	0	0.126430708766592	0	0.0890176566014266	0.118334857018631	0.00792134882761982	0.375791944155617	0.0238515538469176	0.00218070763827417	0.166293370206058	0	0	0	0.001	0.331394979970486	0.947172035505451	1.48384769320827
CHG019545	0.0618295962360642	0	0.0392781208525245	0.0667599888710981	0	0.43929968224782	0	0.0100689850413682	0	0	0.134522468892533	0.0128912887475614	0.11594323697687	0	0.0250148026924132	0.627830017874912	0	0.108733529510628	0.173544638829625	0	0	0.0299157817566054	0.00600000000000001	0.281257254994577	0.96880274283177	1.84563213853002
CHG019529	0	0	0.0157795955692879	0.101174085062208	0	0.322573490227836	0	0	0	0	0.0788160978070457	0.030247611878593	0.0645290943436332	0.262871278410359	0	0.541983075027353	0	0.0215851544777339	0.252356691145275	0	0	0.00159431518037022	0.001	0.362644207039205	0.937499539880632	1.6935104891297
X1889N	0.0126981347669078	0	0.0141471977982442	0.0711844102565034	0	0.30028987315833	0	0.0196161746542867	0	0	0.0718310538489381	0.0435911212546631	0.067903110518818	0.06989957547112	0.00361685289051162	0.401140137748551	0.0011947589594664	0.0734273278243304	0.274176771659327	0	0	0	0.001	0.356314087021685	0.936790540554629	1.42471650081
CHG020823	0.0205615500325727	0	0.065951969005323	0.170671113517074	0	0.337369809279256	0	0	0	0	0.0807846588117075	0.0456973311756651	0.0820612203611835	0.055739981845433	0.00567826837259287	0.318418854322588	0.046583058736221	0.00596780360848044	0.276425080126714	0	0	0.0199705374470336	0.001	0.419174855636274	0.907300814813243	1.53188123664184
CHG020843	0.0101777585847306	0	0.0982898465206927	0.0492262443747968	0	0.314486546540705	0	0	0	0	0.0677601468134695	0.0491716757802828	0.119312350521867	0.151087126867032	0	0.338826973281027	0	0.0697476413627678	0.136228595911533	0	0	0.046041084020618	0.001	0.345113002438325	0.940462488287362	1.45035599057952
CHG020805	0.0263084774365114	0.0401101475063279	0.125442428867478	0.0834089447819439	0	0.283416440202777	0	0.0476052809235641	0	0	0.041782213794427	0.0236321077198611	0.0627522774278921	0.108426368611028	0.00741907949972642	0.717419035311113	0	0.0262705928543942	0.202750278232294	0	0	0	0.001	0.36033943628838	0.935213198640696	1.79674367316934
CHG020841	0	0	0.0813232593132148	0.0921720978142221	0	0.317951805082852	0	0	0	0	0.0584520662879164	0.00163794821064916	0.0154183845409914	0.0450571151955953	0	0.767588064641326	0.0162354683790633	0.0243654817497964	0.14334977426758	0	0	0	0.001	0.415985116491041	0.910485242517517	1.56355146548321
CHG020831	0.074936597275766	0	0.116182538546343	0.0718515435962395	0	0.475664660172516	0	0	0	0	0.0694942685103627	0.0614317342414759	0.146096591343194	0.0923889887427447	0.0153489184015947	0.296175235573695	0	0.230509310065703	0	0.307035229653242	0	0.0313129883668247	0.388	0.0556595426378202	1.05895232098038	1.9884286044897
X3255N	0.051954320132895	0	0.140378392969275	0.0961922762380939	0	0.185880937715659	0	0.0156263659239308	0.00838808516161018	0	0.0805956737204774	0.0262683245274498	0.16800497485414	0	0	0.340120504318981	0	0.0152804450144504	0.149747424895082	0	0	0	0.001	0.346646075117983	0.938605694703905	1.27843772547204
CHG019692	0	0	0.139256234271901	0.170252315916689	0	0.198440474622365	0	0.0285345315411931	0.00136266300226369	0	0	0.0625055700257828	0.081034155110013	0	0	0.308400579574262	0.079308158907631	0.0224982017556888	0.0048411625490619	0.0422943083300459	0	0.000711044314144673	0.028	0.208288422652158	0.997636241577304	1.13943939992104
CHG020281	0.104774521779735	0	0.292597478282823	0.0697710058402384	0	0.539392647482825	0	0.0458942352309334	0	0	0.0209911161243597	0.0222120606673282	0.0565824247198135	0.0237036832438173	0	0.0945187170693043	0.00169113672593111	0.124906193147675	0.0396812771976701	0.114310994276851	0	0.00322873974751193	0.319	0.0689206755806304	1.05183360314632	1.55425623153682
CHG020332	0.0300736917706418	0	0.10374347251109	0.0527526450957873	0	0.475030835610661	0	0	0	0	0.0288659349993561	0.055430002366945	0.107206367283547	0.0151644119662962	0.0141130446595746	0.353200431482282	0	0.0211742431313551	0.149409069577833	0	0	0	0.001	0.351694039903343	0.937700794141318	1.40616415045537
CHG020287	0.0121213405382233	0	0.0601040459537878	0.0869324790987561	0	0.387197884972687	0	0.000892077529857207	0	0	0.0325970179100083	0.00837885510914876	0.218686603717842	0.127548555605806	0	0.435112905661227	0.0294196129110848	0.0150350855254915	0.159207141542769	0.0588123527835965	0	0	0.003	0.310834575060709	0.957795637578819	1.63204595886029
CHG020300	0.00446820011818446	0.116706243019788	0.167954124514628	0.162562519697192	0	0.327229208131694	0	0.116006898390592	0	0	0	0.0519251720647851	0.0331288628161725	0	0.0447590987929709	0.280868324716508	0	0.0337725859314656	0.0438983622493096	0.029342750047472	0	0	0.027	0.213963017938365	0.995278834334668	1.41262235049076
CHG020251	0.0347199309382414	0	0.0972532488197814	0.0678345902003908	0	0.329019705618147	0	0	0	0	0.0308422206289848	0.0365337570807505	0.0723537351847522	0	0.0139646851455656	0.299412612755022	0	0.00475921316512003	0.38158161799595	0	0	0	0	0.455011136815807	0.89037610439875	1.36827531753271
CHG020026	0.0227801936534402	0.143700331731311	0.190609617270734	0.093007598382239	0	0.333168895188858	0	0.0101219818465818	0.0196947465661316	0	0	0.0921616247161654	0.217309058641217	0	0	0.338251704407112	0.0307031076156384	0.0410606984747434	0.156965639527044	0.0753710623863523	0	0.00189064118111743	0.018	0.224167444909964	0.985854718417029	1.76679690158868
CHG020781	0.0364001224257985	0	0.0741053655305578	0.0472153554124569	0	0.229510952620589	0	0.0162996453782445	0	0	0.0363382337507354	0.0148998443593999	0.0130816724470985	0.0403797284773728	0.000815365254674323	0.449078452771267	0	0.0395634675534828	0.301970097515606	0	0	0	0.001	0.36224783872094	0.934634634765571	1.29965830349728
CHG021788	0.0427816757621812	0	0.121931637046137	0.10260634225543	0	0.287015138250903	0	0.0270600770850904	0	0	0.0856159811138276	0	0.0380358090556804	0.00270408529641049	0.00941515400498506	0.198529538965922	0	0.00454725525329169	0.230253514576436	0	0	0	0.013	0.24969019887647	0.982007502921335	1.15049620866629
CHG019690	0.129441895841354	0	0.0463549617262992	0.115348251045031	0	0.636501703858218	0	0.0529233312896943	0	0	0.0216732911010177	0.0583986075439492	0.0900001577008297	0.0159719930778079	0.0189321797992299	0.200654223668058	0.00326334324839067	0.0184042734551229	0.196635101509476	0	0	0	0.018	0.223104500302287	1.00163200303244	1.60450331486448
CHG020775	0	0.0152649382608125	0.0805385207940696	0.0315349707367753	0	0.319207421702681	0	0.00772276835485393	0	0	0.0318251171305201	0.00397003198168264	0.0236885980375656	0	0.0394016062149552	0.277788748506794	0.0841371304597669	0	0.0607563513127234	0	0	0	0.00900000000000001	0.25978624781193	0.976655681826262	0.9758362034932
X4942LC	0.0358211288894829	0.00544940107061718	0.190634532990792	0.168691349222708	0	0.529351412118222	0	0	0	0	0.0813129200571881	0.0114628010662973	0.0988063682566294	0.011495589571413	0.00879153124868364	0.466415636644691	0.0150662487067504	0.000356907124390872	0.171642102433008	0	0	0	0.001	0.334548391797484	0.945155804847828	1.79529792940087
CHG021096	0.0208463470902861	0.0473376650867619	0.274542783618342	0.0662437207434505	0	0.20922214505924	0	0.0791198425210728	0.0241181558939541	0	0	0.0789159095011638	0.0420052779808416	0	0.0422998256569652	0.357634315017352	0.144305829999247	0.0243571315101868	0.042496093226927	0.00236447831070253	0	0	0.027	0.212578455391894	0.988883713670562	1.45580952121649
CHG021101	0.00870392324995862	0.158429925717636	0.168612620055054	0.223312823193868	0	0.336821316914883	0	0.0270976995766962	0	0	0.011605552271992	0.0456485896890453	0.124580506993071	0	0.0015674702043341	0.192311690990489	0.0135432579806894	0.0129016678995251	0.254843079689293	0	0	0	0	0.460629421327809	0.889223809111968	1.57998012442654
CHG019725	0.11358599278233	0.202940537269439	0.13758541638727	0.144524810298526	0	0.555504159723901	0	0	0.00508066080832138	0	0.025627645936607	0.128377508780802	0.120970562528229	0	0.0321898325897573	0.421184542150089	0.0277898902600692	0.0420499195904798	0.0616146177944054	0	0	0	0	0.454990185070842	0.890828664377409	2.01902609690023
X5069LC	0	0.0606401020642109	0.224622785210714	0.081118410069844	0	0.337677446600706	0	0	0	0	0.0451086027891315	0.0207875345959286	0.100739001503662	0	0.00196226191985534	0.175476950800724	0.0295643228394971	0.00673297631276184	0.338595321017811	0	0	0	0	0.473187851167603	0.88413963220471	1.42302571572485
CHG020811	0	0	0.276943777515929	0.054358608796438	0	0.184303108492194	0	0.00786269068002577	0	0	0	0.0442145938561727	0.0507330433863595	0.00186893595447659	0.00228125046532921	0.175449760038087	0.012112612956897	0.0179655268135057	0.257866584938973	0	0	0	0.001	0.371868234660164	0.9289427111447	1.08596049389439
CHG019688	0	0.0457242030956487	0.169087066471041	0.0539606863733809	0	0.242557014522292	0	0.0320205148163658	0	0	0	0.0394798467676147	0.043760705470105	0	0.00969530067590248	0.17769608971518	0.0420896394910184	0.00330808080047856	0.1856213282702	0	0	0	0.00600000000000001	0.280469710839259	0.964792182051126	1.04500047646923
CHG019510	0	0.0497959373104295	0.111778230083252	0.0523493424536174	0	0.243223681923031	0	0.027060913732823	0	0	0.0198177244744335	0.0337650566232156	0.0341453786756896	0	0.000448349367521304	0.253721931798124	0.00321163458874735	0.0061528254022063	0.267127792864457	0	0	0	0.00600000000000001	0.288177601389991	0.965733519065739	1.10259879929755
CHG019502	0	0.0121741002809799	0.0591992540196193	0.109239433886295	0	0.408477664011722	0	0	0	0	0.0596727786048744	0.0143763728523903	0.0984122676270372	0	0	0.355724834954575	0.0521452107215674	0.0305416959607593	0.251511399672582	0	0	0	0.001	0.381263720242255	0.924845276841155	1.4514750125924
CHG019500	0.0118352393196251	0	0.137470716816663	0.114853913856213	0	0.3681571642813	0	0	0	0	0.0239075090619779	0.0116637580669054	0.0376263338068216	0	0.00259653192124971	0.348344646977456	0.0455833115967354	0.0176091719890817	0.151203917951747	0.00735408191606243	0	0	0.001	0.33245228620448	0.945756537324461	1.27820629756184
CHG019512	0.0540974941962275	0	0.0641194363467455	0.0436601310457549	0	0.277494615249217	0	0.00427359193859056	0.00859468478090412	0	0.0487973556474221	0	0.0288568738029737	0	0	0.166201535041158	0	0.0879102961999534	0.153260685997456	0	0	0	0.022	0.218762136747932	0.992724289032469	0.937266700246403
CHG018368	0.00126444905609063	0	0.0284538772312228	0.092774211463713	0	0.397900593009634	0	0.0138166777752782	0	0	0.00705562225877295	0.0848377354919634	0.314624222217772	0.0326981073020936	0	0.16007459286997	0	0.114683041791939	0	0.40906914601788	0	0.0023962253582873	0.028	0.209199389137576	1.00834760333593	1.65964850184462
CHG020271	0.026774509966065	0	0.0283010819828905	0.106084840829643	0	0.222372860918087	0	0	0	0	0.0639756325959949	0	0.0688937548805848	0.0843268859638334	0	0.416469108233932	0.0227819345459082	0.0842951813522976	0.0353116839059794	0.00616706840518551	0	0.00536869858848734	0.004	0.31019818136379	0.959937416068784	1.17112324216889
CHG020279	0.012960359287222	0	0.166461573274286	0.112199953498217	0	0.289465428430682	0	0.00727645732232415	0	0	0.0261270904036603	0.0103719419112767	0.0871268522688759	0.0454157506583995	0	0.293053666665363	0.0314128351730584	0.0202260424250664	0.328276281225778	0	0	0	0.001	0.387390103025391	0.922044617817519	1.43037423254421
CHG020306	0	0.0908181848223723	0.154837611352746	0.0490982825652901	0	0.148403335057355	0	0.012756940392654	0.00494315222592978	0	0.0107904370766778	0.017324578333345	0.098412803638955	0.0152142958526645	0	0.155177092627944	0.000948190638720089	0.0191503111530595	0.342110626319545	0	0	0	0.001	0.357054415910268	0.936570561537549	1.11998584205726
CHG019710	0.0503567702421416	0.1647043988778	0.0883323711819859	0.104384907744845	0	0.573697628017494	0	0.0374822672552163	0	0	0.0607928742759229	0.0124321848881034	0.074411690396521	0.00208145190382805	0.0261579564606749	0.237342779759082	0	0.0203792444264037	0.145709126584085	0	0	0	0	0.488345157366325	0.874159036959888	1.5982656520141
CHG020245	0	0.0363765468618691	0.0131024556133595	0.0821356553302588	0	0.243572112996074	0	0.0158736708164617	0.0193868609420749	0	0	0.0665096641077311	0.0923919185880313	0	0.0132173927833055	0.221588458690679	0.0878573128296145	0.013222125276929	0.350471884490837	0	0	0	0.005	0.291924903761974	0.96742974955043	1.25570605932723
CHG019702	0.0333724428312252	0.0973267921963041	0.0864741096526116	0.132374932050612	0	0.398864687134287	0	0.0616582673462451	0	0	0.0601893472142719	0	0.0651883490780984	0.015966295510384	0.0149502002667124	0.330499784216961	0	0.00678424206288054	0.20149505674922	0	0	0	0.001	0.411973556220585	0.910733365874309	1.50514450630981
CHG019778	0	0	0.196867787414955	0.171628618952863	0	0.12891738563097	0	0.203593492114304	0	0	0	0.0248018358985713	0.0467547493790109	0	0	0.22093560988467	0.0231530824745743	0.0142747283857224	0.186846373368177	0	0	0	0.001	0.340039567811495	0.941964583683259	1.21777366350382
CHG019706	0.000138998818061465	0	0.104747435806726	0.121020007725119	0	0.451105758427391	0	0.0021338492947719	0	0	0.0946724234114069	0	0.035339034038882	0.0905056236091508	0	0.350366892391742	0.00512113109585117	0.0299188163941336	0.169617805509083	0	0	0	0.15	0.113708887694624	1.04141805264073	1.45468777652232
CHG019774	0.0122810921148639	0.000806286456753612	0.0131504549307783	0.108828455220194	0	0.359205611403423	0	0	0	0	0.0927182002636327	0.0302529768815752	0.0450015671889876	0.180616153592014	0.000771345715642887	0.395871564411747	0.0300961606833731	0.0184753126480974	0.177620395493151	0	0	0	0.003	0.319011593823444	0.956180244835131	1.46569557700423
CHG020325	0.0311694000023346	0.136314822666447	0.126922244565707	0.0976903947416276	0	0.279179877596348	0	0.0316793973647921	0	0	0.0550383460675698	0.0167400688459414	0.0226911007054761	0.109092187462792	0.0313878211823577	0.295824239467266	0	0	0.190515576277037	0	0	0	0.001	0.328565237520256	0.945964501387331	1.4242454769457
CHG020797	0.0012428668816316	0.30751338262757	0.122647812972113	0.124443352973832	0	0.62959120016683	0	0	0	0	0.0820441664771167	0.000150198999039527	0.0698294373965382	0.00165424002439542	0.0348077601007813	0.313243299614956	0	0.027844707306988	0.177016924962586	0	0	0	0	0.473307007693902	0.882476658234686	1.89202935050438
CHG020022	0.00835665132710244	0	0.113294380032242	0.0942875274443063	0	0.33727101257083	0	0	0	0	0.0809066144887875	0.0114400700887242	0.0918002158274877	0.0102966942170484	0	0.340256838469993	0	0.00464960299925115	0.225046611138308	0	0	0	0.001	0.341376809295394	0.942358914394555	1.31760621860408
CHG020012	0.00374678146442353	0	0.136641111199508	0.101155633914881	0	0.286905848135886	0	0	0	0	0.0409746902255862	0.0307586423849926	0.0915761236045845	0.0876183611509131	0.0106946687437802	0.228043776526886	0	0.00740977959567434	0.241735701802629	0	0	0	0.001	0.344151776446545	0.940591532136143	1.26726111874974
CHG020761	0.0264933029373659	0.149368698271433	0.260363507894917	0.165653705291246	0	0.450653454778755	0	0	0	0	0.0345260877221627	0.0193215607916954	0.027009308957987	0.0537125930264962	0.0226987490532113	0.404065061632643	0	0	0.0849645780252229	0	0	0	0.001	0.336572682390999	0.94339941801276	1.69883060838314
CHG020755	0.0564572997476514	0.00403772950336944	0.165683940038189	0.0577799405212579	0	0.307618874016299	0	0.0840909521349732	0	0	0	0.026261929403405	0.0218195475438643	0	0.0235260719429168	0.238238556088143	0	0.0238590150770641	0.126049588991512	0	0	0	0.005	0.298951996004809	0.958253182329379	1.13542344500864
CHG021052	0.0194222346047197	0	0.0558180806275416	0.0402358544834782	0	0.213863090370649	0	0.0192609840289719	0	0	0.0381257642033104	0	0.0490970404133037	0	0.00864301202795007	0.288478841212826	0.0132535631696711	0	0.296490454906043	0	0	0	0.003	0.310976010574295	0.959574751622774	1.04268892004846
CHG021131	0.0401939564803672	0.0138481817704198	0.0891037321346017	0.0562246789874958	0	0.416369106457809	0	0.0308087556606123	0	0	0.0553772106978631	0.0212899756329973	0.0955110856925339	0.0120728176584141	0.0532970430987883	0.332427323256462	0	0.0421507471900293	0.284513917347985	0	0	0	0.002	0.32276302945448	0.949349530228981	1.54318853206638
CHG021056	0	0.0287104422135902	0.130529504660849	0.0915831910518766	0	0.350102351817669	0	0	0.0578216257977522	0	0	0.0962569930659195	0.121472264462139	0.00649186381908962	0.0269066794118976	0.251801625674687	0.0287748300196941	0.024825894210981	0.160790365197261	0	0	0	0.018	0.224011217084915	0.989112417568077	1.37606763140341
CHG021782	0	0.0481229303686209	0.126437497345991	0.108610728963352	0	0.308943936970266	0	0.0117104431172355	0	0	0.0050143806339116	0.0503556052074178	0.170069124236526	0.0502520118451633	0	0.245182010666972	0.0381129855854157	0.0244043687701671	0.188511272530299	0	0	0	0.001	0.392903997708966	0.919305241126504	1.37572729624134
